X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
,,aug,16,92.0,22.6,65.1,9.5,40.0,41,10.0,0.1,1.0
,,aug,17,96.0,30.3,76.4,15.7,42.0,24,9.0,0.0,1.0
,,aug,18,94.3,35.9,86.8,16.0,37.0,37,14.0,0.0,1.0
,,aug,19,82.7,32.7,96.8,3.3,35.0,66,15.0,0.1,1.0
,,aug,20,83.7,34.4,107,3.8,36.0,81,15.0,0.0,1.0
,,aug,21,86.0,36.9,117.1,5.1,36.0,71,15.0,0.0,1.0
,,aug,22,89.5,41.1,127.5,8.0,37.0,53,14.0,0.0,1.0
,,aug,23,91.2,46.1,137.7,11.5,36.0,43,16.0,0.0,1.0
,,aug,24,92.1,51.3,147.7,12.2,35.0,38,15.0,0.0,1.0
,,aug,25,92.1,56.3,157.5,14.3,34.0,40,18.0,0.0,1.0
,,aug,26,92.2,61.3,167.2,13.1,33.0,37,16.0,0.0,1.0
,,aug,27,91.0,65.9,177.3,10.0,36.0,54,14.0,0.0,1.0
,,aug,28,79.2,37.0,166,2.1,35.0,56,14.0,0.4,0.0
,,aug,29,80.2,20.7,149.2,2.7,35.0,53,17.0,0.5,1.0
,,aug,30,89.2,24.8,159.1,8.1,34.0,49,15.0,0.0,1.0
,,aug,31,89.1,27.8,168.2,9.8,30.0,59,19.0,0.0,1.0
,,sep,1,37.9,0.9,8.2,0.1,29.0,86,16.0,0.0,0.0
,,sep,2,75.4,2.9,16.3,2.0,28.0,67,19.0,0.0,0.0
,,sep,3,82.2,4.4,24.3,3.3,28.0,75,16.0,0.0,1.0
,,sep,4,73.5,4.1,26.6,1.5,30.0,66,15.0,0.2,0.0
,,sep,5,66.1,4.0,8.4,1.0,30.0,58,12.0,4.1,0.0
,,sep,6,64.5,3.3,9.1,1.0,34.0,71,14.0,6.5,0.0
,,sep,7,83.3,5.8,17.7,3.8,31.0,62,15.0,0.0,1.0
,,sep,8,82.5,6.6,26.1,3.0,30.0,88,14.0,0.0,1.0
,,sep,9,83.1,7.9,34.5,3.5,30.0,80,15.0,0.0,1.0
,,sep,10,59.5,4.7,8.2,0.8,29.0,74,15.0,1.1,0.0
,,sep,11,79.2,6.5,16.6,2.1,30.0,73,14.0,0.0,0.0
,,sep,12,84.2,8.3,25.2,3.8,31.0,72,14.0,0.0,1.0
,,sep,13,88.6,11.5,33.4,9.1,29.0,49,19.0,0.0,1.0
,,sep,14,84.6,12.6,41.5,4.3,28.0,81,15.0,0.0,1.0
,,sep,15,88.7,16.0,50.2,6.9,32.0,51,13.0,0.0,1.0
,,sep,16,93.9,21.2,59.2,14.2,33.0,26,13.0,0.0,1.0
,,sep,17,92.5,25.2,63.3,11.2,34.0,44,12.0,0.0,1.0
,,sep,18,90.6,25.8,77.8,9.0,36.0,33,13.0,0.1,1.0
,,sep,19,83.9,24.9,86,2.7,29.0,41,8.0,0.1,1.0
,,sep,20,79.5,18.7,88,2.1,34.0,58,13.0,0.2,0.0
,,sep,21,92.2,23.6,97.3,13.8,35.0,34,17.0,0.0,1.0
,,sep,22,88.9,26.1,106.3,7.1,33.0,64,13.0,0.0,1.0
,,sep,23,89.0,29.4,115.6,7.5,35.0,56,14.0,0.0,1.0
,,sep,24,61.3,11.9,28.1,0.6,26.0,49,6.0,2.0,0.0
,,sep,25,79.9,13.8,36.1,2.4,28.0,70,15.0,0.0,0.0
,,sep,26,85.4,16.0,44.5,4.5,30.0,65,14.0,0.0,1.0
,,sep,27,41.1,6.5,8,0.1,28.0,87,15.0,4.4,0.0
,,sep,28,45.9,3.5,7.9,0.4,27.0,87,29.0,0.5,0.0
,,sep,29,79.7,4.3,15.2,1.7,24.0,54,18.0,0.1,0.0
,,sep,30,67.3,3.8,16.5,1.2,24.0,64,15.0,0.2,0.0
,,jun,1,65.7,3.4,7.6,1.3,29.0,57,18.0,0.0,0.0
,,jun,2,64.4,4.1,7.6,1.0,29.0,61,13.0,1.3,0.0
,,jun,3,47.1,2.5,7.1,0.3,26.0,82,22.0,13.1,0.0
,,jun,4,28.6,1.3,6.9,0.0,25.0,89,13.0,2.5,0.0
,,jun,5,64.8,3.0,14.2,1.2,27.0,77,16.0,0.0,0.0
,,jun,6,82.6,5.8,22.2,3.1,31.0,67,14.0,0.0,1.0
,,jun,7,88.2,9.9,30.5,6.4,33.0,54,13.0,0.0,1.0
,,jun,8,86.6,12.1,38.3,5.6,30.0,73,15.0,0.0,1.0
,,jun,9,52.9,7.9,38.8,0.4,25.0,88,13.0,0.2,0.0
,,jun,10,73.2,9.5,46.3,1.3,28.0,79,12.0,0.0,0.0
,,jun,11,84.5,12.5,54.3,4.0,31.0,65,14.0,0.0,1.0
,,jun,12,84.0,13.8,61.4,4.8,26.0,81,19.0,0.0,1.0
,,jun,13,50.0,6.7,17.0,0.5,27.0,84,21.0,1.2,0.0
,,jun,14,59.0,4.6,7.8,1.0,30.0,78,20.0,0.5,0.0
,,jun,15,49.4,3.0,7.4,0.4,28.0,80,17.0,3.1,0.0
,,jun,16,36.1,1.7,7.6,0.0,29.0,89,13.0,0.7,0.0
,,jun,17,37.3,1.1,7.8,0.0,30.0,89,16.0,0.6,0.0
,,jun,18,56.9,1.9,8.0,0.7,31.0,78,14.0,0.3,0.0
,,jun,19,79.9,4.5,16.0,2.5,31.0,55,16.0,0.1,0.0
,,jun,20,59.8,3.4,27.1,0.9,30.0,80,16.0,0.4,0.0
,,jun,21,81.0,6.3,31.6,2.6,30.0,78,14.0,0.0,1.0
,,jun,22,79.1,7.0,39.5,2.4,31.0,67,17.0,0.1,0.0
,,jun,23,81.4,8.2,47.7,3.3,32.0,62,18.0,0.1,1.0
,,jun,24,85.9,11.2,55.8,5.6,32.0,66,17.0,0.0,1.0
,,jun,25,86.7,14.2,63.8,5.7,31.0,64,15.0,0.0,1.0
,,jun,26,86.8,17.8,71.8,6.7,31.0,64,18.0,0.0,1.0
,,jun,27,89.0,21.6,80.3,9.2,34.0,53,18.0,0.0,1.0
,,jun,28,89.1,25.5,88.5,7.6,32.0,55,14.0,0.0,1.0
,,jun,29,79.9,18.4,84.4,2.2,32.0,47,13.0,0.3,0.0
,,jun,30,88.7,22.9,92.8,7.2,33.0,50,14.0,0.0,1.0
,,jul,1,59.9,2.5,8.6,1.1,29.0,68,19.0,1.0,0.0
,,jul,2,55.7,2.4,8.3,0.8,27.0,75,19.0,1.2,0.0
,,jul,3,63.1,2.6,9.2,1.3,32.0,76,20.0,0.7,0.0
,,jul,4,80.1,4.6,18.5,2.7,33.0,78,17.0,0.0,0.0
,,jul,5,85.9,7.6,27.9,4.8,33.0,66,14.0,0.0,1.0
,,jul,6,87.0,10.9,37.0,5.6,32.0,63,14.0,0.0,1.0
,,jul,7,80.0,9.7,40.4,2.8,35.0,64,18.0,0.2,0.0
,,jul,8,85.6,12.5,49.8,6.0,33.0,68,19.0,0.0,1.0
,,jul,9,66.6,7.7,9.2,1.1,32.0,68,14.0,1.4,0.0
,,jul,10,66.6,6.0,9.3,1.1,33.0,69,13.0,0.7,0.0
,,jul,11,81.1,8.1,18.7,2.6,33.0,76,14.0,0.0,0.0
,,jul,12,75.1,7.9,27.7,1.5,31.0,75,13.0,0.1,0.0
,,jul,13,81.8,9.7,37.2,3.0,34.0,81,15.0,0.0,0.0
,,jul,14,73.9,7.8,22.9,1.4,34.0,61,13.0,0.6,0.0
,,jul,15,60.7,5.2,17.0,1.1,30.0,80,19.0,0.4,0.0
,,jul,16,72.6,7.0,25.5,0.7,28.0,76,21.0,0.0,0.0
,,jul,17,82.8,9.4,34.1,3.2,29.0,70,14.0,0.0,1.0
,,jul,18,85.4,12.1,43.1,4.6,31.0,68,14.0,0.0,1.0
,,jul,19,88.1,12.0,52.8,7.7,35.0,59,17.0,0.0,1.0
,,jul,20,81.4,12.3,62.1,2.8,33.0,65,15.0,0.1,1.0
,,jul,21,85.4,18.5,71.5,5.2,33.0,70,17.0,0.0,1.0
,,jul,22,73.4,16.4,79.9,1.8,28.0,79,18.0,0.1,0.0
,,jul,23,68.2,10.5,71.3,1.8,27.0,66,22.0,0.4,0.0
,,jul,24,70.0,9.6,79.7,1.4,28.0,78,16.0,0.1,0.0
,,jul,25,84.3,12.5,88.7,4.8,31.0,65,18.0,0.0,1.0
,,jul,26,89.2,17.1,98.6,10.0,36.0,53,19.0,0.0,1.0
,,jul,27,90.3,22.2,108.5,8.7,36.0,48,13.0,0.0,1.0
,,jul,28,86.5,24.4,117.8,5.6,33.0,76,15.0,0.0,1.0
,,jul,29,86.6,26.7,127.0,5.6,32.0,73,15.0,0.0,1.0
,,jul,30,85.4,28.5,136.0,4.7,31.0,79,15.0,0.0,1.0
,,jul,31,87.2,31.9,145.7,6.8,35.0,64,17.0,0.0,1.0
,,aug,1,78.8,4.8,10.2,2.0,36.0,45,14.0,0.0,0.0
,,aug,2,78.0,5.8,10.0,1.7,35.0,55,12.0,0.4,0.0
,,aug,3,76.6,5.7,10.0,1.7,35.0,63,14.0,0.3,0.0
,,aug,4,85.0,8.2,19.8,4.0,34.0,69,13.0,0.0,1.0
,,aug,5,86.8,11.1,29.7,5.2,34.0,65,13.0,0.0,1.0
,,aug,6,86.4,13.0,39.1,5.2,32.0,75,14.0,0.0,1.0
,,aug,7,86.5,15.5,48.6,5.5,32.0,69,16.0,0.0,1.0
,,aug,8,77.1,11.3,47.0,2.2,32.0,60,18.0,0.3,0.0
,,aug,9,87.4,14.8,57.0,6.9,35.0,59,17.0,0.0,1.0
,,aug,10,88.9,18.6,67.0,7.4,35.0,55,14.0,0.0,1.0
,,aug,11,88.9,21.7,77.0,7.1,35.0,63,13.0,0.0,1.0
,,aug,12,81.3,15.6,75.1,2.5,35.0,51,13.0,0.3,0.0
,,aug,13,87.0,19.0,85.1,5.9,35.0,63,15.0,0.0,1.0
,,aug,14,87.0,21.7,94.7,5.7,33.0,66,14.0,0.0,1.0
,,aug,15,82.4,15.6,92.5,3.7,36.0,55,13.0,0.3,1.0
,,aug,16,80.2,11.7,90.4,2.8,36.0,61,18.0,0.3,1.0
,,aug,17,89.3,16.0,100.7,9.7,37.0,52,18.0,0.0,1.0
,,aug,18,89.4,20.0,110.9,9.7,36.0,54,18.0,0.0,1.0
,,aug,19,89.4,23.2,120.9,9.7,35.0,62,19.0,0.0,1.0
,,aug,20,88.3,25.9,130.6,8.8,35.0,68,19.0,0.0,1.0
,,aug,21,88.6,29.6,141.1,9.2,36.0,58,19.0,0.0,1.0
,,aug,22,89.1,33.5,151.3,9.9,36.0,55,18.0,0.0,1.0
,,aug,23,89.5,37.6,161.5,10.4,36.0,53,16.0,0.0,1.0
,,aug,24,88.9,40.5,171.3,9.0,34.0,64,14.0,0.0,1.0
,,aug,25,88.9,43.9,181.3,8.2,35.0,60,15.0,0.0,1.0
,,aug,26,85.8,45.6,190.6,4.7,31.0,78,18.0,0.0,1.0
,,aug,27,84.9,47.0,200.2,4.4,33.0,82,21.0,0.0,1.0
,,aug,28,89.4,50.2,210.4,7.3,34.0,64,16.0,0.0,1.0
,,aug,29,90.1,54.2,220.4,12.5,35.0,48,18.0,0.0,1.0
,,aug,30,72.7,25.2,180.4,1.7,35.0,70,17.0,0.8,0.0
,,aug,31,52.5,8.7,8.7,0.6,28.0,80,21.0,16.8,0.0
,,sep,1,46.0,1.3,7.5,0.2,25.0,76,17.0,7.2,0.0
,,sep,2,30.5,0.7,7.0,0.0,22.0,86,15.0,10.1,0.0
,,sep,3,42.6,1.2,7.5,0.1,25.0,78,15.0,3.8,0.0
,,sep,4,68.4,1.9,15.7,1.4,29.0,73,17.0,0.1,0.0
,,sep,5,80.8,3.4,24.0,2.8,29.0,75,16.0,0.0,1.0
,,sep,6,75.8,3.6,32.2,2.1,29.0,74,19.0,0.1,0.0
,,sep,7,69.6,3.2,30.1,1.5,31.0,71,17.0,0.3,0.0
,,sep,8,62.0,2.6,8.4,1.1,30.0,73,17.0,0.9,0.0
,,sep,9,56.1,2.1,8.4,0.7,30.0,77,15.0,1.0,0.0
,,sep,10,59.9,2.2,8.9,0.7,33.0,73,12.0,1.8,0.0
,,sep,11,58.5,1.9,8.4,1.1,30.0,77,21.0,1.8,0.0
,,sep,12,71.0,2.6,16.6,1.2,29.0,88,13.0,0.0,0.0
,,sep,13,40.9,1.3,7.5,0.1,25.0,86,21.0,4.6,0.0
,,sep,14,47.4,1.1,7.0,0.4,22.0,76,26.0,8.3,0.0
,,sep,15,44.9,0.9,7.3,0.2,24.0,82,15.0,0.4,0.0
,,sep,16,78.1,3.2,15.7,1.9,30.0,65,14.0,0.0,0.0
,,sep,17,87.7,6.4,24.3,6.2,31.0,52,14.0,0.0,1.0
,,sep,18,89.4,9.8,33.1,6.8,32.0,49,11.0,0.0,1.0
,,sep,19,89.3,12.5,41.3,7.8,29.0,57,14.0,0.0,1.0
,,sep,20,83.8,13.5,49.3,4.5,28.0,84,18.0,0.0,1.0
,,sep,21,87.8,16.5,57.9,5.4,31.0,55,11.0,0.0,1.0
,,sep,22,77.8,10.6,41.4,2.4,31.0,50,19.0,0.6,0.0
,,sep,23,73.7,7.9,30.4,1.2,32.0,54,11.0,0.5,0.0
,,sep,24,68.3,5.5,15.2,1.5,29.0,65,19.0,0.6,0.0
,,sep,25,48.6,3.0,7.7,0.4,26.0,81,21.0,5.8,0.0
,,sep,26,82.0,6.0,16.3,2.5,31.0,54,11.0,0.0,0.0
,,sep,27,85.7,8.3,24.9,4.0,31.0,66,11.0,0.0,1.0
,,sep,28,77.5,7.1,8.8,1.8,32.0,47,14.0,0.7,0.0
,,sep,29,47.4,2.9,7.7,0.3,26.0,80,16.0,1.8,0.0
,,sep,30,45.0,1.9,7.5,0.2,25.0,78,14.0,1.4,0.0
,,jun,1,57.1,2.5,8.2,0.6,32.0,71,12.0,0.7,0.0
,,jun,2,55.7,2.7,7.8,0.6,30.0,73,13.0,4.0,0.0
,,jun,3,48.7,2.2,7.6,0.3,29.0,80,14.0,2.0,0.0
,,jun,4,79.4,5.2,15.4,2.2,30.0,64,14.0,0.0,0.0
,,jun,5,77.1,6.0,17.6,1.8,32.0,60,14.0,0.2,0.0
,,jun,6,83.7,8.4,26.3,3.1,35.0,54,11.0,0.1,1.0
,,jun,7,85.6,9.9,28.9,5.4,35.0,44,17.0,0.2,1.0
,,jun,8,71.4,7.7,7.4,1.5,28.0,51,17.0,1.3,0.0
,,jun,9,78.1,8.5,14.7,2.4,27.0,59,18.0,0.1,0.0
,,jun,10,89.4,13.3,22.5,8.4,30.0,41,15.0,0.0,1.0
,,jun,11,90.6,18.2,30.5,13.4,31.0,42,21.0,0.0,1.0
,,jun,12,88.9,21.3,37.8,8.7,27.0,58,17.0,0.0,1.0
,,jun,13,72.3,11.4,7.8,1.4,30.0,52,15.0,2.0,0.0
,,jun,14,53.4,6.4,7.3,0.5,27.0,79,16.0,0.7,0.0
,,jun,15,66.8,7.2,14.7,1.2,28.0,90,15.0,0.0,0.0
,,jun,16,47.4,4.2,8,0.2,29.0,87,15.0,0.4,0.0
,,jun,17,62.2,3.9,8,1.1,31.0,69,17.0,4.7,0.0
,,jun,18,65.5,4.6,8.3,0.9,33.0,62,10.0,8.7,0.0
,,jun,19,64.6,4.4,8.2,1.0,32.0,67,14.0,4.5,0.0
,,jun,20,60.2,3.8,8,0.8,31.0,72,14.0,0.2,0.0
,,jun,21,86.2,8.3,18.4,5.0,32.0,55,14.0,0.0,1.0
,,jun,22,78.3,8.1,8.3,1.9,33.0,46,14.0,1.1,0.0
,,jun,23,74.2,7.0,8.3,1.6,33.0,59,16.0,0.8,0.0
,,jun,24,85.3,10.0,17,4.9,35.0,68,16.0,0.0,1.0
,,jun,25,86.0,12.8,25.6,5.4,34.0,70,16.0,0.0,1.0
,,jun,26,87.8,16.5,34.5,7.0,36.0,62,16.0,0.0,1.0
,,jun,27,89.1,20.9,43.3,8.0,36.0,55,15.0,0.0,1.0
,,jun,28,92.5,27.2,52.4,11.7,37.0,37,13.0,0.0,1.0
,,jun,29,86.2,17.9,36.7,4.8,37.0,36,13.0,0.6,1.0
,,jun,30,79.7,12.0,8.5,2.2,34.0,42,15.0,1.7,0.0
,,jul,1,63.7,3.2,8.5,1.2,28.0,58,18.0,2.2,0.0
,,jul,2,87.6,7.9,17.8,6.8,33.0,48,16.0,0.0,1.0
,,jul,3,84.7,9.7,27.3,4.7,34.0,56,17.0,0.1,1.0
,,jul,4,88.0,13.6,36.8,8.0,34.0,58,18.0,0.0,1.0
,,jul,5,90.5,18.7,46.4,11.3,34.0,45,18.0,0.0,1.0
,,jul,6,84.7,15.5,45.1,4.3,35.0,42,15.0,0.3,1.0
,,jul,7,85.0,13.0,35.4,4.1,38.0,43,13.0,0.5,1.0
,,jul,8,80.8,9.8,9.7,3.1,35.0,47,18.0,6.0,1.0
,,jul,9,82.3,9.4,9.9,3.2,36.0,43,15.0,1.9,1.0
,,jul,10,77.5,8.0,9.5,2.0,34.0,51,16.0,3.8,0.0
,,jul,11,74.8,7.1,9.5,1.6,34.0,56,15.0,2.9,0.0
,,jul,12,90.1,12.6,19.4,8.3,36.0,44,13.0,0.0,1.0
,,jul,13,85.2,11.3,10.4,4.2,39.0,45,13.0,0.6,1.0
,,jul,14,88.9,12.9,14.6 9,12.5,37.0,37,18.0,0.2,
,,jul,15,90.5,18.0,24.1,10.9,34.0,45,17.0,0.0,1.0
,,jul,16,84.5,19.4,33.1,4.7,31.0,83,17.0,0.0,1.0
,,jul,17,84.6,21.1,42.3,4.7,32.0,81,17.0,0.0,1.0
,,jul,18,86.1,23.9,51.6,5.2,33.0,68,15.0,0.0,1.0
,,jul,19,88.1,27.8,61.1,7.3,34.0,58,16.0,0.0,1.0
,,jul,20,89.9,32.7,71,9.5,36.0,50,16.0,0.0,1.0
,,jul,21,93.9,39.6,80.6,18.5,36.0,29,18.0,0.0,1.0
,,jul,22,91.5,44.2,90.1,13.2,32.0,48,18.0,0.0,1.0
,,jul,23,87.3,46.6,99,6.9,31.0,71,17.0,0.0,1.0
,,jul,24,72.8,20.9,56.6,1.6,33.0,63,17.0,1.1,0.0
,,jul,25,73.8,11.7,15.9,1.1,39.0,64,9.0,1.2,0.0
,,jul,26,78.3,10.8,19.7,1.6,35.0,58,10.0,0.2,0.0
,,jul,27,80.0,11.8,28.3,2.8,29.0,87,18.0,0.0,0.0
,,jul,28,87.5,15.7,37.6,6.7,33.0,57,16.0,0.0,1.0
,,jul,29,88.1,19.5,47.2,7.4,34.0,59,16.0,0.0,1.0
,,jul,30,88.9,23.8,57.1,8.2,36.0,56,16.0,0.0,1.0
,,jul,31,89.3,28.3,67.2,8.3,37.0,55,15.0,0.0,1.0
,,aug,1,78.3,4.4,10.5,2.0,38.0,52,14.0,0.0,0.0
,,aug,2,93.3,10.8,21.4,13.8,40.0,34,14.0,0.0,1.0
,,aug,3,93.7,17.1,32.1,17.2,39.0,33,17.0,0.0,1.0
,,aug,4,93.8,23.0,42.7,15.7,38.0,35,15.0,0.0,1.0
,,aug,5,88.3,23.6,52.5,19.0,34.0,42,17.0,0.1,1.0
,,aug,6,70.5,11.0,9.1,1.3,30.0,54,14.0,3.1,0.0
,,aug,7,69.7,7.2,9.8,1.2,34.0,63,13.0,2.9,0.0
,,aug,8,87.4,11.2,20.2,5.2,37.0,56,11.0,0.0,1.0
,,aug,9,91.7,16.5,30.9,9.6,39.0,43,12.0,0.0,1.0
,,aug,10,89.3,15.8,35.4,8.2,39.0,39,15.0,0.2,1.0
,,aug,11,94.2,22.5,46.3,16.6,40.0,31,15.0,0.0,1.0
,,aug,12,93.0,18.4,41.5,15.5,39.0,21,17.0,0.4,1.0
,,aug,13,88.3,16.9,45.1,7.5,35.0,34,16.0,0.2,1.0
,,aug,14,91.9,22.3,55.5,10.8,37.0,40,13.0,0.0,1.0
,,aug,15,83.9,16.9,54.2,3.5,35.0,46,13.0,0.3,1.0
,,aug,16,92.0,22.6,65.1,9.5,40.0,41,10.0,0.1,1.0
,,aug,17,96.0,30.3,76.4,15.7,42.0,24,9.0,0.0,1.0
,,aug,18,94.3,35.9,86.8,16.0,37.0,37,14.0,0.0,1.0
,,aug,19,82.7,32.7,96.8,3.3,35.0,66,15.0,0.1,1.0
,,aug,20,83.7,34.4,107,3.8,36.0,81,15.0,0.0,1.0
,,aug,21,86.0,36.9,117.1,5.1,36.0,71,15.0,0.0,1.0
,,aug,22,89.5,41.1,127.5,8.0,37.0,53,14.0,0.0,1.0
,,aug,23,91.2,46.1,137.7,11.5,36.0,43,16.0,0.0,1.0
,,aug,24,92.1,51.3,147.7,12.2,35.0,38,15.0,0.0,1.0
,,aug,25,92.1,56.3,157.5,14.3,34.0,40,18.0,0.0,1.0
,,aug,26,92.2,61.3,167.2,13.1,33.0,37,16.0,0.0,1.0
,,aug,27,91.0,65.9,177.3,10.0,36.0,54,14.0,0.0,1.0
,,aug,28,79.2,37.0,166,2.1,35.0,56,14.0,0.4,0.0
,,aug,29,80.2,20.7,149.2,2.7,35.0,53,17.0,0.5,1.0
,,aug,30,89.2,24.8,159.1,8.1,34.0,49,15.0,0.0,1.0
,,aug,31,89.1,27.8,168.2,9.8,30.0,59,19.0,0.0,1.0
,,sep,1,37.9,0.9,8.2,0.1,29.0,86,16.0,0.0,0.0
,,sep,2,75.4,2.9,16.3,2.0,28.0,67,19.0,0.0,0.0
,,sep,3,82.2,4.4,24.3,3.3,28.0,75,16.0,0.0,1.0
,,sep,4,73.5,4.1,26.6,1.5,30.0,66,15.0,0.2,0.0
,,sep,5,66.1,4.0,8.4,1.0,30.0,58,12.0,4.1,0.0
,,sep,6,64.5,3.3,9.1,1.0,34.0,71,14.0,6.5,0.0
,,sep,7,83.3,5.8,17.7,3.8,31.0,62,15.0,0.0,1.0
,,sep,8,82.5,6.6,26.1,3.0,30.0,88,14.0,0.0,1.0
,,sep,9,83.1,7.9,34.5,3.5,30.0,80,15.0,0.0,1.0
,,sep,10,59.5,4.7,8.2,0.8,29.0,74,15.0,1.1,0.0
,,sep,11,79.2,6.5,16.6,2.1,30.0,73,14.0,0.0,0.0
,,sep,12,84.2,8.3,25.2,3.8,31.0,72,14.0,0.0,1.0
,,sep,13,88.6,11.5,33.4,9.1,29.0,49,19.0,0.0,1.0
,,sep,14,84.6,12.6,41.5,4.3,28.0,81,15.0,0.0,1.0
,,sep,15,88.7,16.0,50.2,6.9,32.0,51,13.0,0.0,1.0
,,sep,16,93.9,21.2,59.2,14.2,33.0,26,13.0,0.0,1.0
,,sep,17,92.5,25.2,63.3,11.2,34.0,44,12.0,0.0,1.0
,,sep,18,90.6,25.8,77.8,9.0,36.0,33,13.0,0.1,1.0
,,sep,19,83.9,24.9,86,2.7,29.0,41,8.0,0.1,1.0
,,sep,20,79.5,18.7,88,2.1,34.0,58,13.0,0.2,0.0
,,sep,21,92.2,23.6,97.3,13.8,35.0,34,17.0,0.0,1.0
,,sep,22,88.9,26.1,106.3,7.1,33.0,64,13.0,0.0,1.0
,,sep,23,89.0,29.4,115.6,7.5,35.0,56,14.0,0.0,1.0
,,sep,24,61.3,11.9,28.1,0.6,26.0,49,6.0,2.0,0.0
,,sep,25,79.9,13.8,36.1,2.4,28.0,70,15.0,0.0,0.0
,,sep,26,85.4,16.0,44.5,4.5,30.0,65,14.0,0.0,1.0
,,sep,27,41.1,6.5,8,0.1,28.0,87,15.0,4.4,0.0
,,sep,28,45.9,3.5,7.9,0.4,27.0,87,29.0,0.5,0.0
,,sep,29,79.7,4.3,15.2,1.7,24.0,54,18.0,0.1,0.0
,,sep,30,67.3,3.8,16.5,1.2,24.0,64,15.0,0.2,0.0
